target,actual,predicted
education,High school graduate,Masters degree(MA MS MEng MEd MSW MBA)
education,High school graduate,1st 2nd 3rd or 4th grade
education,Associates degree-occup /vocational,7th and 8th grade
education,Prof school degree (MD DDS DVM LLB JD),High school graduate
education,5th or 6th grade,Associates degree-occup /vocational
education,Some college but no degree,High school graduate
education,7th and 8th grade,Some college but no degree
education,Bachelors degree(BA AB BS),High school graduate
education,10th grade,10th grade
education,9th grade,Bachelors degree(BA AB BS)
education,Bachelors degree(BA AB BS),Masters degree(MA MS MEng MEd MSW MBA)
education,11th grade,Masters degree(MA MS MEng MEd MSW MBA)
education,Bachelors degree(BA AB BS),Some college but no degree
education,High school graduate,High school graduate
education,9th grade,Some college but no degree
education,Some college but no degree,Doctorate degree(PhD EdD)
education,High school graduate,Associates degree-occup /vocational
education,High school graduate,11th grade
education,10th grade,11th grade
education,Associates degree-occup /vocational,Masters degree(MA MS MEng MEd MSW MBA)
education,7th and 8th grade,Some college but no degree
education,Associates degree-occup /vocational,High school graduate
education,Associates degree-occup /vocational,Less than 1st grade
education,7th and 8th grade,Doctorate degree(PhD EdD)
education,Masters degree(MA MS MEng MEd MSW MBA),Some college but no degree
education,12th grade no diploma,High school graduate
education,Some college but no degree,High school graduate
education,Doctorate degree(PhD EdD),Less than 1st grade
education,11th grade,Children
education,10th grade,Children
education,10th grade,Children
education,High school graduate,Masters degree(MA MS MEng MEd MSW MBA)
education,12th grade no diploma,Bachelors degree(BA AB BS)
education,12th grade no diploma,Masters degree(MA MS MEng MEd MSW MBA)
education,Some college but no degree,Some college but no degree
education,Associates degree-academic program,High school graduate
education,Some college but no degree,Masters degree(MA MS MEng MEd MSW MBA)
education,10th grade,Associates degree-occup /vocational
education,Associates degree-occup /vocational,Doctorate degree(PhD EdD)
education,Doctorate degree(PhD EdD),Prof school degree (MD DDS DVM LLB JD)
education,7th and 8th grade,9th grade
education,High school graduate,7th and 8th grade
education,High school graduate,Bachelors degree(BA AB BS)
education,7th and 8th grade,Children
education,Associates degree-occup /vocational,Some college but no degree
education,11th grade,9th grade
education,High school graduate,High school graduate
education,12th grade no diploma,1st 2nd 3rd or 4th grade
education,Some college but no degree,5th or 6th grade
education,7th and 8th grade,10th grade
education,Less than 1st grade,Masters degree(MA MS MEng MEd MSW MBA)
education,9th grade,Children
education,High school graduate,Some college but no degree
education,5th or 6th grade,Associates degree-occup /vocational
education,9th grade,10th grade
education,1st 2nd 3rd or 4th grade,Bachelors degree(BA AB BS)
education,9th grade,Less than 1st grade
education,10th grade,10th grade
education,High school graduate,Associates degree-academic program
education,Doctorate degree(PhD EdD),Associates degree-occup /vocational
education,Some college but no degree,Some college but no degree
education,Less than 1st grade,High school graduate
education,Some college but no degree,Some college but no degree
education,Associates degree-academic program,High school graduate
education,5th or 6th grade,Some college but no degree
education,9th grade,10th grade
education,11th grade,9th grade
education,11th grade,Less than 1st grade
education,Some college but no degree,High school graduate
education,11th grade,10th grade
education,Some college but no degree,1st 2nd 3rd or 4th grade
education,12th grade no diploma,High school graduate
education,High school graduate,10th grade
education,Doctorate degree(PhD EdD),Some college but no degree
education,Some college but no degree,High school graduate
education,High school graduate,Bachelors degree(BA AB BS)
education,9th grade,High school graduate
education,12th grade no diploma,High school graduate
education,Bachelors degree(BA AB BS),Associates degree-academic program
education,9th grade,10th grade
education,Associates degree-occup /vocational,High school graduate
education,10th grade,9th grade
education,9th grade,1st 2nd 3rd or 4th grade
education,Bachelors degree(BA AB BS),Masters degree(MA MS MEng MEd MSW MBA)
education,11th grade,10th grade
education,10th grade,10th grade
education,5th or 6th grade,Bachelors degree(BA AB BS)
education,Associates degree-occup /vocational,Masters degree(MA MS MEng MEd MSW MBA)
education,High school graduate,Children
education,11th grade,Masters degree(MA MS MEng MEd MSW MBA)
education,Associates degree-academic program,High school graduate
education,12th grade no diploma,Children
education,Bachelors degree(BA AB BS),High school graduate
education,Less than 1st grade,High school graduate
education,Less than 1st grade,7th and 8th grade
education,Children,Children
education,9th grade,11th grade
education,Doctorate degree(PhD EdD),11th grade
education,1st 2nd 3rd or 4th grade,11th grade
education,Less than 1st grade,Some college but no degree
education,11th grade,High school graduate
education,Associates degree-academic program,Less than 1st grade
education,11th grade,10th grade
education,11th grade,7th and 8th grade
education,Bachelors degree(BA AB BS),High school graduate
education,High school graduate,5th or 6th grade
education,10th grade,7th and 8th grade
education,9th grade,Associates degree-occup /vocational
education,High school graduate,Prof school degree (MD DDS DVM LLB JD)
education,12th grade no diploma,Children
education,Doctorate degree(PhD EdD),High school graduate
education,7th and 8th grade,Some college but no degree
education,11th grade,Bachelors degree(BA AB BS)
education,9th grade,10th grade
education,11th grade,Associates degree-academic program
education,Some college but no degree,High school graduate
education,High school graduate,5th or 6th grade
education,Bachelors degree(BA AB BS),High school graduate
education,Masters degree(MA MS MEng MEd MSW MBA),Some college but no degree
education,12th grade no diploma,10th grade
education,12th grade no diploma,Some college but no degree
education,Associates degree-academic program,Some college but no degree
education,11th grade,10th grade
education,12th grade no diploma,Some college but no degree
education,12th grade no diploma,High school graduate
education,Masters degree(MA MS MEng MEd MSW MBA),11th grade
education,11th grade,10th grade
education,Associates degree-occup /vocational,Masters degree(MA MS MEng MEd MSW MBA)
education,Some college but no degree,High school graduate
education,1st 2nd 3rd or 4th grade,High school graduate
education,Bachelors degree(BA AB BS),Masters degree(MA MS MEng MEd MSW MBA)
education,9th grade,10th grade
education,High school graduate,Some college but no degree
education,Associates degree-occup /vocational,11th grade
education,1st 2nd 3rd or 4th grade,Associates degree-academic program
education,12th grade no diploma,1st 2nd 3rd or 4th grade
education,7th and 8th grade,11th grade
education,10th grade,Children
education,Associates degree-academic program,High school graduate
education,12th grade no diploma,High school graduate
education,Prof school degree (MD DDS DVM LLB JD),High school graduate
education,Some college but no degree,1st 2nd 3rd or 4th grade
education,Prof school degree (MD DDS DVM LLB JD),Masters degree(MA MS MEng MEd MSW MBA)
education,High school graduate,Some college but no degree
education,Masters degree(MA MS MEng MEd MSW MBA),High school graduate
education,Associates degree-occup /vocational,High school graduate
education,Less than 1st grade,5th or 6th grade
education,Some college but no degree,Masters degree(MA MS MEng MEd MSW MBA)
education,7th and 8th grade,High school graduate
education,5th or 6th grade,Some college but no degree
education,5th or 6th grade,11th grade
education,10th grade,Some college but no degree
education,9th grade,Masters degree(MA MS MEng MEd MSW MBA)
education,7th and 8th grade,Some college but no degree
education,11th grade,10th grade
education,12th grade no diploma,7th and 8th grade
education,7th and 8th grade,Children
education,10th grade,12th grade no diploma
education,12th grade no diploma,Children
education,10th grade,11th grade
education,Prof school degree (MD DDS DVM LLB JD),Masters degree(MA MS MEng MEd MSW MBA)
education,Masters degree(MA MS MEng MEd MSW MBA),Some college but no degree
education,11th grade,Some college but no degree
education,11th grade,High school graduate
education,5th or 6th grade,10th grade
education,9th grade,10th grade
education,11th grade,11th grade
education,Associates degree-occup /vocational,Bachelors degree(BA AB BS)
education,High school graduate,Masters degree(MA MS MEng MEd MSW MBA)
education,10th grade,1st 2nd 3rd or 4th grade
education,10th grade,5th or 6th grade
education,Bachelors degree(BA AB BS),High school graduate
education,Bachelors degree(BA AB BS),Associates degree-occup /vocational
education,Less than 1st grade,5th or 6th grade
education,Some college but no degree,10th grade
education,Some college but no degree,5th or 6th grade
education,Some college but no degree,Some college but no degree
education,11th grade,10th grade
education,12th grade no diploma,Masters degree(MA MS MEng MEd MSW MBA)
education,9th grade,10th grade
education,Less than 1st grade,High school graduate
education,1st 2nd 3rd or 4th grade,Masters degree(MA MS MEng MEd MSW MBA)
education,Some college but no degree,Masters degree(MA MS MEng MEd MSW MBA)
education,5th or 6th grade,High school graduate
education,Doctorate degree(PhD EdD),Some college but no degree
education,9th grade,Some college but no degree
education,9th grade,High school graduate
education,7th and 8th grade,High school graduate
education,11th grade,12th grade no diploma
education,10th grade,7th and 8th grade
education,Prof school degree (MD DDS DVM LLB JD),11th grade
education,Associates degree-occup /vocational,Associates degree-academic program
education,Some college but no degree,High school graduate
education,High school graduate,Some college but no degree
education,5th or 6th grade,High school graduate
education,Associates degree-academic program,Prof school degree (MD DDS DVM LLB JD)
education,11th grade,10th grade
education,10th grade,10th grade
education,Some college but no degree,High school graduate
education,7th and 8th grade,High school graduate
education,5th or 6th grade,High school graduate
education,12th grade no diploma,Children
education,11th grade,Some college but no degree
education,9th grade,7th and 8th grade
education,7th and 8th grade,11th grade
education,Associates degree-occup /vocational,7th and 8th grade
education,10th grade,Some college but no degree
education,11th grade,7th and 8th grade
education,7th and 8th grade,Children
education,9th grade,9th grade
education,10th grade,10th grade
education,10th grade,7th and 8th grade
education,10th grade,High school graduate
education,12th grade no diploma,High school graduate
education,Some college but no degree,Some college but no degree
education,Bachelors degree(BA AB BS),Masters degree(MA MS MEng MEd MSW MBA)
education,5th or 6th grade,High school graduate
education,1st 2nd 3rd or 4th grade,Bachelors degree(BA AB BS)
education,High school graduate,5th or 6th grade
education,10th grade,High school graduate
education,7th and 8th grade,High school graduate
education,12th grade no diploma,7th and 8th grade
education,Prof school degree (MD DDS DVM LLB JD),High school graduate
education,7th and 8th grade,High school graduate
education,9th grade,10th grade
education,10th grade,Some college but no degree
education,11th grade,9th grade
education,Some college but no degree,High school graduate
education,9th grade,10th grade
education,10th grade,5th or 6th grade
education,12th grade no diploma,High school graduate
education,Some college but no degree,10th grade
education,7th and 8th grade,11th grade
education,Less than 1st grade,High school graduate
education,10th grade,11th grade
education,Some college but no degree,Masters degree(MA MS MEng MEd MSW MBA)
education,11th grade,1st 2nd 3rd or 4th grade
education,Associates degree-academic program,High school graduate
education,12th grade no diploma,10th grade
education,Some college but no degree,10th grade
education,Masters degree(MA MS MEng MEd MSW MBA),High school graduate
education,9th grade,9th grade
education,Associates degree-academic program,1st 2nd 3rd or 4th grade
education,High school graduate,High school graduate
education,1st 2nd 3rd or 4th grade,High school graduate
education,10th grade,Children
education,10th grade,Bachelors degree(BA AB BS)
education,5th or 6th grade,Masters degree(MA MS MEng MEd MSW MBA)
education,Less than 1st grade,Some college but no degree
education,Associates degree-occup /vocational,High school graduate
education,Associates degree-academic program,High school graduate
education,Associates degree-occup /vocational,High school graduate
education,11th grade,7th and 8th grade
education,Associates degree-academic program,Bachelors degree(BA AB BS)
education,Some college but no degree,Some college but no degree
education,Masters degree(MA MS MEng MEd MSW MBA),High school graduate
education,7th and 8th grade,Children
education,Masters degree(MA MS MEng MEd MSW MBA),Bachelors degree(BA AB BS)
education,Bachelors degree(BA AB BS),Masters degree(MA MS MEng MEd MSW MBA)
education,Bachelors degree(BA AB BS),High school graduate
education,High school graduate,Some college but no degree
education,10th grade,11th grade
education,Bachelors degree(BA AB BS),High school graduate
education,9th grade,10th grade
education,9th grade,10th grade
education,9th grade,Some college but no degree
education,High school graduate,High school graduate
education,5th or 6th grade,Masters degree(MA MS MEng MEd MSW MBA)
education,11th grade,Children
education,10th grade,10th grade
education,Some college but no degree,Masters degree(MA MS MEng MEd MSW MBA)
education,Less than 1st grade,Some college but no degree
education,Associates degree-academic program,Masters degree(MA MS MEng MEd MSW MBA)
education,11th grade,10th grade
education,Prof school degree (MD DDS DVM LLB JD),High school graduate
education,Less than 1st grade,Associates degree-occup /vocational
education,9th grade,Associates degree-occup /vocational
education,Less than 1st grade,Masters degree(MA MS MEng MEd MSW MBA)
education,11th grade,10th grade
education,Bachelors degree(BA AB BS),Some college but no degree
education,7th and 8th grade,10th grade
education,9th grade,High school graduate
education,Some college but no degree,High school graduate
education,Associates degree-occup /vocational,High school graduate
education,Associates degree-occup /vocational,High school graduate
education,12th grade no diploma,High school graduate
education,5th or 6th grade,High school graduate
education,Bachelors degree(BA AB BS),7th and 8th grade
education,5th or 6th grade,High school graduate
education,Bachelors degree(BA AB BS),High school graduate
education,1st 2nd 3rd or 4th grade,High school graduate
education,7th and 8th grade,10th grade
education,Some college but no degree,High school graduate
education,11th grade,Some college but no degree
education,11th grade,11th grade
education,Prof school degree (MD DDS DVM LLB JD),High school graduate
education,High school graduate,Some college but no degree
education,1st 2nd 3rd or 4th grade,Some college but no degree
education,11th grade,10th grade
education,12th grade no diploma,Children
education,Some college but no degree,High school graduate
education,Some college but no degree,High school graduate
education,Masters degree(MA MS MEng MEd MSW MBA),1st 2nd 3rd or 4th grade
education,9th grade,Bachelors degree(BA AB BS)
education,11th grade,10th grade
education,12th grade no diploma,High school graduate
education,7th and 8th grade,Associates degree-academic program
education,12th grade no diploma,7th and 8th grade
education,Associates degree-academic program,Less than 1st grade
education,11th grade,11th grade
education,5th or 6th grade,7th and 8th grade
education,High school graduate,10th grade
education,Some college but no degree,Associates degree-occup /vocational
education,7th and 8th grade,Masters degree(MA MS MEng MEd MSW MBA)
education,Masters degree(MA MS MEng MEd MSW MBA),High school graduate
education,1st 2nd 3rd or 4th grade,Associates degree-occup /vocational
education,12th grade no diploma,High school graduate
education,11th grade,9th grade
education,Prof school degree (MD DDS DVM LLB JD),High school graduate
education,Less than 1st grade,Some college but no degree
education,Masters degree(MA MS MEng MEd MSW MBA),High school graduate
education,High school graduate,High school graduate
education,Masters degree(MA MS MEng MEd MSW MBA),11th grade
education,High school graduate,High school graduate
education,Associates degree-academic program,High school graduate
education,11th grade,High school graduate
education,5th or 6th grade,Some college but no degree
education,Doctorate degree(PhD EdD),High school graduate
education,9th grade,Some college but no degree
education,10th grade,Children
education,10th grade,Associates degree-occup /vocational
education,12th grade no diploma,High school graduate
education,1st 2nd 3rd or 4th grade,Some college but no degree
education,Some college but no degree,11th grade
education,Masters degree(MA MS MEng MEd MSW MBA),7th and 8th grade
education,1st 2nd 3rd or 4th grade,Some college but no degree
education,9th grade,9th grade
education,Prof school degree (MD DDS DVM LLB JD),Some college but no degree
education,5th or 6th grade,Some college but no degree
education,5th or 6th grade,Some college but no degree
education,5th or 6th grade,11th grade
education,Associates degree-academic program,7th and 8th grade
education,11th grade,High school graduate
education,Bachelors degree(BA AB BS),5th or 6th grade
education,Masters degree(MA MS MEng MEd MSW MBA),High school graduate
education,Some college but no degree,5th or 6th grade
education,Masters degree(MA MS MEng MEd MSW MBA),Associates degree-occup /vocational
education,10th grade,Some college but no degree
education,11th grade,10th grade
education,High school graduate,High school graduate
education,Doctorate degree(PhD EdD),High school graduate
education,Some college but no degree,Bachelors degree(BA AB BS)
education,High school graduate,High school graduate
education,1st 2nd 3rd or 4th grade,Masters degree(MA MS MEng MEd MSW MBA)
education,7th and 8th grade,10th grade
education,5th or 6th grade,Children
education,5th or 6th grade,High school graduate
education,Less than 1st grade,Associates degree-academic program
education,10th grade,7th and 8th grade
education,11th grade,High school graduate
education,11th grade,10th grade
education,Associates degree-occup /vocational,10th grade
education,5th or 6th grade,High school graduate
education,9th grade,11th grade
education,Doctorate degree(PhD EdD),Masters degree(MA MS MEng MEd MSW MBA)
education,Doctorate degree(PhD EdD),Associates degree-academic program
education,9th grade,High school graduate
education,10th grade,9th grade
education,10th grade,Some college but no degree
education,Associates degree-academic program,7th and 8th grade
education,9th grade,10th grade
education,1st 2nd 3rd or 4th grade,High school graduate
education,11th grade,10th grade
education,High school graduate,High school graduate
education,12th grade no diploma,Children
education,Doctorate degree(PhD EdD),Associates degree-occup /vocational
education,10th grade,Associates degree-academic program
education,5th or 6th grade,High school graduate
education,10th grade,11th grade
education,9th grade,High school graduate
education,10th grade,7th and 8th grade
education,9th grade,Doctorate degree(PhD EdD)
